"Name","ParticleCount","MinLife","MaxLife","ParticleMinInterval","ParticleMaxInterval","ParticleMinLife","ParticleMaxLife","ParticleMinAngle","ParticleMaxAngle","ParticleAngleRelativeToParent","ParticleRandomAngle","ParticleMinRadius","ParticleMaxRadius","ParticleMinSpeed","ParticleMaxSpeed","ParticleStartXYAreaRadius","ParticleStartX","ParticleStartZ","ParticleMinVelocityZ","ParticleMaxVelocityZ","ParticleGravity","ParticleMinTailLength","ParticleMaxTailLength","ParticleResource","ParticleExportName","RotateToDirection","LoopParticleClip","StartScale","EndScale","FadeInDuration","FadeOutDuration","Inertia","EnemyVersion","NoBounce","StopOnBounce","RandomScale","NoLowEndOptimization","SortingOffset","Shadow","AngularSpeed","ShadowMulR","ShadowMulG","ShadowMulB","ShadowMulA","ShadowYShift","InverseSpeed","ParticleMinSpawnAngle","ParticleMaxSpawnAngle","TrailMaxPoints","TrailDuration","TrailSWF","TrailExportName","SpecialEffect","FrameFromAngle","RotateMinSpeed","RotateMaxSpeed","IgnoreShadowFlip","ResourceFromAngle","Modifiers","ParticleRadiusAspect","ParticleSpecificEmitter","ParticleSpecificFollow","PlayParticleClipOnce"
"Goblin_Queen_Bigger_Area_clouds",70,1,5,,,250,500,,360,,"true",7,10,80,140,,,,20,,80,,,"sc/effects.sc","green_sparks_archer_queen_01",,,170,70,100,300,50,,,,,,,"true",,,,43,95,,,,,,,,,,,-90,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Gain_Wave",6,200,300,5,5,400,600,-200,20,,"true",30,30,200,300,,,,20,,100,100,200,"sc/effects.sc","Green_sparkle2",,,100,50,400,500,50,,,,,,,"true",,,,43,95,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Gain_Wave_enemy",6,200,300,5,5,400,600,-20,200,,"true",30,30,200,300,,,,20,,100,100,200,"sc/effects.sc","Green_sparkle2",,,100,50,400,500,50,,,,,,,"true",,,,43,95,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Ready_Wave_Particles",20,200,300,1,1,400,500,,360,,"true",10,10,550,650,,,,20,,100,100,200,"sc/effects.sc","Green_sparkle2",,,50,25,150,200,50,,,,,,,"true",,,,43,95,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Ready_Glow_Explosion",70,1,1,,,300,500,,-360,"true",,12,12,500,505,,,,,-200,200,,,"sc/effects.sc","Deco_fire_green",,"true",120,80,500,500,1,,,,,,,,,,,,95,-68,,,,,,,,,,1,90,,,"BounceAway",,,,
"Goblin_Queen_SparkPuff",70,1,1,,,100,800,,360,,,8,10,50,100,,,,20,,25,150,200,"sc/effects.sc","Green_sparkle2",,,100,80,,600,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","green_sparks_archer_queen_02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","green_sparks_archer_queen_01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Sparkle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Target_Particle",1,1,1,,,10000,10000,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_machine_target",,,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_sparks",50,800,800,5,10,600,800,-360,360,,"true",-2,2,1,10,,,,50,200,35,,,"sc/effects.sc","Green_sparkle4",,,80,20,,700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","green_sparks_archer_queen_01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_glow_particle",50,800,800,5,10,600,800,-360,360,,"true",-2,2,1,10,,,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,55,80,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_sparlk_trail",18,1000,1000,5,10,1000,1500,,1000,,"true",2,2,2,2,,,,100,200,,,,"sc/effects.sc","Sparkle",,"true",55,80,,1000,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,
"Goblin_Mask_Tower_Ground",1,,,,,800000,800000,,,,,,,,,,,,,,,,,"sc/chr_goblin_tower_mask.sc","goblin_mask_tower_destroyed_state",,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Mask_Planks_emitter",1,400,400,,5,800000,800000,,360,,"true",,,50,100,,,20,250,300,-2000,,,"sc/chr_goblin_tower_mask.sc","Goblin_Mask_TowerTroop_Destroyed_Particle_debree_2","true",,100,100,,500,200,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Mask_Sword_Fly",1,130,130,2,5,400,600,-90,60,,"true",2,3,10,50,,,4,400,700,-1200,,,"sc/chr_goblin_tower_mask.sc","Goblin_Mask_TowerTroop_Destroyed_Particle_debree_1","true",,150,100,,150,20,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,
"Goblin_Mask_Dart_Particle",1,400,400,,5,800000,800000,,360,,"true",4,4,80,80,,,20,250,300,-2000,,,"sc/chr_goblin_tower_mask.sc","Goblin_Mask_TowerTroop_Destroyed_Particle_debree_3",,,100,100,,500,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_ability_elixir_gain_ability_ready_enemy",70,1,1,,,300,500,-20,200,"true",,12,12,500,505,,,,,-200,200,,,"sc/effects.sc","goblin_dust",,"true",120,80,,400,1,,,,,,,,,,,,95,-68,,,,,,,,,,20,90,,,"BounceAway",,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Ready_Glow_Explosion_enemy",70,1,1,,,300,500,-20,200,"true",,12,12,500,505,,,,,-200,200,,,"sc/effects.sc","Deco_fire_green",,"true",120,80,500,500,1,,,,,,,,,,,,95,-68,,,,,,,,,,1,90,,,"BounceAway",,,,
"effect_goblin_curse_transform_puff",12,1,1,,,700,1000,,360,,"true",-1,,20,45,,,21,-20,,,,,"sc/effects.sc","goblin_dust","true",,120,50,,1500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_ability_ready_loop",15,1000,1000,10,,300,400,,360,,"true",8,8,100,100,99,,,100,200,200,1000,1000,"sc/effects.sc","Green_sparkle1",,"true",20,30,100,500,100,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Sparkle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Demolisher_destroyed_ground",1,,,,,500,1000,,,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","bomb_destruction_state",,,100,100,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_demolisher_explode_dynamite_smoke",10,150,200,1,3,750,1500,,360,"true",,,2,10,25,,,33,90,100,,,50,"sc/effects.sc","smoke_cloud_1","true","true",200,50,600,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_demlisher_run_fireparticles",9,150,150,1,5,150,300,,360,"true",,,,100,200,,,22,10,200,-200,,,"sc/effects.sc","fireplace_particle","true",,180,25,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_demolisher_run_smoke",28,1,1,,,300,750,90,270,,"true",-1,3,25,50,,,,25,60,,,,"sc/effects.sc","smoke_cloud_1","true",,50,20,500,1000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_demolisher_fire_run",8,100,100,1,1,100,200,,360,,"true",1,2,,10,,,,30,60,200,,,"sc/effects.sc","FireParticle1_small","true","true",200,300,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_below_glow_ability_ready",10,1,1,,,750,1000,,360,,"true",4,4,60,80,,,,20,,25,,,"sc/effects.sc","Death_goblin_faction_puf",,,200,300,500,800,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_goblin_faction_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_goblin_faction_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_goblin_faction_puf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_throne_godray",1,1,700,150,,800,800,180,180,,,,,,,,,,,,,,,"sc/effects.sc","godray_fat_orange","true",,90,120,100,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GoblinQueen_Smoke",5,50,100,1,5,500,700,-90,90,,"true",,,30,50,,,,80,100,,,,"sc/effects.sc","explosion_green_glow1","true",,40,70,,1200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Throne_Base_Back",1,,,,,800000,800000,,,,,,,,,,,11,,,,,,"sc/building_throne_goblin_queen.sc","throne_queen_destroyed_front",,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Throne_Destroy_Fire",11,120,250,,,300,600,100,360,,"true",-1,2,60,120,,,,10,150,,60,200,"sc/effects.sc","FireParticle1_green",,,110,50,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Throne_Smoke",30,150,150,1,3,1100,2500,,360,,,,2,5,15,,,59,50,90,-20,500,1000,"sc/effects.sc","goblin_dust",,"true",140,1,1500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","smoke_cloud_gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Bush_steps_leaf",2,1,1,,,1250,1750,,360,,"true",,4,40,40,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle","true",,90,70,300,400,40,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Flower_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_bush_leafs_fall",2,2,2,,,700,900,,360,,"true",-1,-1,40,80,,,,400,600,-1000,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle",,"true",90,80,,200,150,,,,20,,,"true",,,,,,,,,,,,,,,,-180,360,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bush_goblins_appear_puff",39,1,1,,,300,500,,360,,"true",,,100,100,,,,10,20,30,,,"sc/effects.sc","d8","true",,50,50,100,700,180,,,,,,,,,,,43,95,,,,,,,,,,,1,90,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Bush_leafs_explosion",4,400,400,10,30,800,1000,,360,,"true",1,6,20,30,,,26,100,200,-500,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle","true",,90,70,200,200,10,,,,20,,,,,,,,,,,,,,,,,,,30,100,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Deploy_Godray",1,,,1,600,800,800,180,180,,,,,,,,,,,,,,,"sc/effects.sc","goblin_faction_godray_v3","true",,90,200,100,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Deploy_Card_Particles_Up",10,100,200,,5,300,700,,360,"true","true",4,5,50,,,,26,,-1000,1000,50,250,"sc/effects.sc","green_sparks_archer_queen_01",,"true",80,30,200,500,1,,,,,,,,,,,,90,-44,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","archer_queen_projectile_fx_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Deploy_Ability_Ready_Explosion",70,1,1,,,200,300,,360,"true",,1,1,400,405,,,,,-200,200,,,"sc/effects.sc","goblin_dust",,"true",120,80,,200,1,,,,,,,,,,,,95,-68,,,,,,,,,,20,90,,,"BounceAway",,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Particles_Up",17,5,900,,5,4,900,,360,"true","true",5,6,,,,,,,-1000,500,,,"sc/effects.sc","Gold_sparkle4",,"true",30,10,,600,1,,,,,,,,,,,,95,-68,,,,,,,,,,,,,,"BounceAway",,,,
"Goblin_Demolisher_smoke",10,150,200,1,3,1000,2000,,360,"true",,,2,10,25,,,33,90,100,,,,"sc/effects.sc","smoke_cloud_1","true","true",200,50,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Faction_Puff_Particles_Elixir_Gain",20,1,1,,,500,750,,360,,"true",3,4,70,80,,,,20,,25,150,,"sc/effects.sc","archer_queen_projectile_fx_2",,,80,60,300,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","green_sparks_archer_queen_01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Faction_puff_fast",59,1,1,,,200,600,,360,,"true",3,4,70,80,,,,20,,25,,,"sc/effects.sc","goblin_dust",,,60,80,500,1000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Demolisher_Trail",50,800,800,5,10,600,800,-360,360,,"true",-1,1,1,10,,,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,30,50,,900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Giant_Evo_Spawn_Particle",35,200,500,100,100,600,400,,360,,,,2,,,,,,,,,,,"sc/effects.sc","Death_goblin_faction_puf",,"true",80,200,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_bush_falling_swf",1,1,1,,,1000,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","bush_goblin_bush_falling1_1",,,100,100,,300,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"goblin_bush_falling_swf_enemy",1,1,1,,,1000,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","bush_goblin_bush_red_falling1_1",,,100,100,,300,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"goblin_cage_evolution_wood",4,200,400,,5,400,800,,360,,"true",5,8,30,200,,,35,50,120,-2000,,,"sc/effects.sc","barb_barrel_plank2",,,80,10,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","barb_barrel_plank_spin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_cage_evolution_hit",10,100,100,,10,100,100,1,360,"true","true",,2,300,350,,,50,60,100,,500,500,"sc/effects.sc","Sparkle","true",,110,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Cage_Evolution_Smoke_02",8,800,800,5,10,600,800,-360,360,,"true",-2,2,1,10,,,,50,40,35,,,"sc/effects.sc","Smoke_puff_03",,,20,80,,800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Cage_Evolution_Smoke_03",5,800,800,5,10,600,800,-360,360,,"true",-2,3,1,1,,,,20,50,35,,,"sc/effects.sc","smoke_cloud_1",,,55,80,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bush_Goblins_Deploy_rocks",3,,,,,1300,2000,,360,,"true",1,3,30,50,,,20,50,300,-2000,,,"sc/effects.sc","Rock1Particle",,,80,50,,600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_bush_quick_falling_swf",1,1,1,,,900,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","bush_goblin_bush_die1_1",,,100,100,,300,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"goblin_bush_quick_falling_swf_enemy",1,1,1,,,900,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","bush_goblin_bush_red_die1_1",,,100,100,,300,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Bush_steps_leaf_enemy",2,1,1,,,1250,1750,,360,,"true",,4,40,40,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle","true",,90,70,300,400,40,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf1_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Leaf2_Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_goblin_bush.sc","Suspicious_Bush_Flower_Particle_red",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rocketsilo_earthquake_clouds",35,3800,3800,10,50,500,700,,360,,"true",-5,5,60,80,,,,20,,25,,,"sc/effects.sc","d3",,,50,140,,600,,,,,,,,"true",176,,,81,84,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rocketsilo_earthquake_rocks_shake",10,3800,3800,25,25,1000,2000,,-180,,,-5,5,30,70,,,,50,70,-150,,,"sc/effects.sc","Rock3Particle_b_shake",,,60,60,,600,20,,,,,,,,,,,77,36,,,,,,,,,,,,350,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock1Particle_b_shake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"loopingSmoke",25,2400,3200,25,25,600,1200,-360,360,,"true",,,60,80,,,5,10,15,,,,"sc/effects.sc","catapult_hit_cloud_1","true",,60,120,,2000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"event_heal_particle_lines",20,2500,3000,50,50,800,1500,,360,,,-11,13,,,,,,,,,,,"sc/effects.sc","heal_effect_glow_line",,"true",40,50,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"event_heal_border_burst",70,2500,3000,1,10,1000,1000,,360,,"true",13,10,,,,,,,,,,,"sc/effects.sc","heal_effect_glow_border",,,80,90,1200,1000,,,,,10,,,,,,,,,,,,,200,469,"sc/effects.sc","reflection_blob",,,,,,,,,,,
"event_heal_border_burst2",70,2500,3500,5,10,1000,1000,,360,,"true",13,9,10,25,,,,25,,25,,,"sc/effects.sc","get_legend_spark1",,,20,,1200,1000,25,,,,25,,,,,,,,,,,,,200,469,"sc/effects.sc","reflection_blob",,,,,,,,,,,
"event_heal_effect_border_smoke",62,2500,3000,5,5,1000,1000,,360,,"true",13,9,,,,,,,,25,,,"sc/effects.sc","heal_effect_ground",,,15,20,800,800,,,,,11,,,,,,,,,,,,,66,1159,"sc/effects.sc","reflection_blob",,,,,,,,,,,
"event_heal_cross",8,1800,2000,1,3,300,2500,,360,"true",,,10,,35,79,,,30,50,,,,"sc/effects.sc","heal_effect_cross1",,"true",70,90,,3000,25,,,,,,,,,,,,,,,,,42,1145,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_effect_cross2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","heal_effect_cross3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pekka_Evo_rocks_purple",13,400,400,,5,1800,2400,,360,,"true",3,3,30,50,,,20,150,500,-2000,,,"sc/effects.sc","Rock3Particle",,,80,50,,600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Rock2Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"megaKnight_evo_gloves",2,80,80,25,40,2000,2400,230,310,,"true",1,3,5,30,76,,59,200,400,-1200,,,"sc/chr_mega_knight_evolution.sc","megaknight_evolution_gloveA","true",,100,100,,100,20,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/chr_mega_knight_evolution.sc","megaknight_evolution_gloveB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pekka_evo_purple_glow",3,250,300,1,1,1000,1000,90,-90,,"true",-2,2,1,1,,7,,25,50,,,,"sc/effects.sc","explosion_purple_glow1","true",,45,70,200,200,,,,,,,,,,,,,,,,,,,,,,,,90,90,,,,,,,
"pekka_evo_butterfly_emitter",1,20,20,1,1,1100,1100,-120,-60,,"true",2,4,150,200,,,,,,,,,"sc/chr_pekka_evolution.sc","pekka_evo_butterfly_export",,"true",100,100,150,50,450,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,
"SuperKnight_radius",1,,,,,1,1,,,,,,,,,,,,,,,,,"sc/effects.sc","spell_radius_large_blue",,"true",159,159,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
